Year,category_type,satisfaction_index,City
2015 ,Enforcing the property maintenance of vacant structures,21.0,Kansas City
2015 ,Quality of animal control,42.0,Kansas City
2015 ,Enforcement of Animal Code,0.0,Kansas City
2015 ,Customer Service Provided by Animal Control Officer,0.0,Kansas City
2015 ,Animal Shelter Operations,0.0,Kansas City
2015 ,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",57.0,Kansas City
2015 ,Guarding against food poisoning through restaurant inspections,57.0,Kansas City
2015 ,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",47.0,Kansas City
2015 ,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",52.0,Kansas City
2015 ,Encouraging access to healthy fruits and vegetables and safe places to exercise,0.0,Kansas City
2015 ,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",58.0,Kansas City
2015 ,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",58.0,Kansas City
2015 ,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",0.0,Kansas City
2015 ,Ease of utilizing 311 services via phone,69.0,Kansas City
2015 ,Ease of utilizing 311 services via web,53.0,Kansas City
2015 ,Courtesy and professionalism of 311 calltakers,69.0,Kansas City
2015 ,How well your question or issue was resolved via 311,63.0,Kansas City
2015 ,The availability of information about city programs and services,51.0,Kansas City
2015 ,Overall usefulness of the city's website,49.0,Kansas City
2015 ,The level of public involvement in local decision making,29.0,Kansas City
2015 ,Opportunity to Engage/Provide input into Decisions Made by The City,0.0,Kansas City
2015 ,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",39.0,Kansas City
2015 ,The quality of city video programming including city television channel (Channel 2) and web streaming,0.0,Kansas City
2015 ,The content in the City's magazine KCMore,40.0,Kansas City
2015 ,The City's Use of Social Media,0.0,Kansas City
2015 ,Watched Channel 2 in the last year,31.0,Kansas City
2015 ,Maintenance of city parks,73.0,Kansas City
2015 ,Quality of facilities such as picnic shelters and playgrounds in city parks,66.0,Kansas City
2015 ,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",65.0,Kansas City
2015 ,Maintenance of boulevards and parkways,67.0,Kansas City
2015 ,Walking and biking trails in the city,53.0,Kansas City
2015 ,City swimming pools and programs,41.0,Kansas City
2015 ,The city's youth programs and actvities,38.0,Kansas City
2015 ,"Maintenance of Kansas City, Missouri, community centers",52.0,Kansas City
2015 ,"Programs and activities at Kansas City, Missouri, community centers",48.0,Kansas City
2015 ,Ease of registering for [Parks and Recreation] programs,0.0,Kansas City
2015 ,The reasonableness of fees charged for recreation programs,0.0,Kansas City
2015 ,Tree trimming and other tree case along city streets and other public areas,46.0,Kansas City
2015 ,Quality of communication from Parks and Rec,41.0,Kansas City
2015 ,Quality of customer service from Parks employees,46.0,Kansas City
2015 ,Overall quality of trash collection services,83.0,Kansas City
2015 ,Overall quality of recycling collection services,79.0,Kansas City
2015 ,Overall Quality of Recycling Drop Off Centers,0.0,Kansas City
2015 ,Overall quality of bulky item pick-up services,64.0,Kansas City
2015 ,Overal quality of leaf and brush pick-up services,57.0,Kansas City
2015 ,Overall Quality of Leaf and Brush Pick-up Services,0.0,Kansas City
2015 ,Overall cleanliness of city streets and other public areas,50.0,Kansas City
2015 ,City efforts to clean up illegal dumping sites,28.0,Kansas City
2015 ,Ease of moving through airport security,73.0,Kansas City
2015 ,Availability of parking [at airport],68.0,Kansas City
2015 ,Price of parking [at airport],50.0,Kansas City
2015 ,Helpfulness of signs and other directions,69.0,Kansas City
2015 ,"Food, beverage, and other concessions",42.0,Kansas City
2015 ,Cleanliness of facilities,70.0,Kansas City
2015 ,Condition of catch basins (storm drains) in your neighborhood,51.0,Kansas City
2015 ,Timeliness of water/sewer line break repairs,44.0,Kansas City
2015 ,Quality of Water Services customer service,52.0,Kansas City
2015 ,Overall quality of leadership provided by the city's elected officials,54.0,Kansas City
2015 ,Overall effectiveness of the city manager and appointed staff,51.0,Kansas City
2015 ,How ethically the city conducts business,45.0,Kansas City
2015 ,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",14.0,Kansas City
2015 ,Have You had Contact with a KCPD Police Officer,0.0,Kansas City
2015 ,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",12.0,Kansas City
2015 ,Have you or anyone in your household contacted 311 in the last year?,51.0,Kansas City
2015 ,Have you visited the city's website in the last year?,56.0,Kansas City
2015 ,Have you used the bulky item pick-up service in the last year?,42.0,Kansas City
2015 ,"Have you visited a Kansas City, Missouri, community center in the last year?",29.0,Kansas City
2015 ,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",77.0,Kansas City
2015 ,Have you used public transportation in the last year?,27.0,Kansas City
2015 ,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",29.0,Kansas City
2015 ,Do you have regular access to the internet at home or work?,79.0,Kansas City
2015 ,Do You Have Internet Access at Home,0.0,Kansas City
2015 ,Have you been to municipal court in the last year?,24.0,Kansas City
2015 ,Have you visited the Kansas City International Airport in the last year?,70.0,Kansas City
2015 ,Have you contacted Water Services regarding your account in the last year?,37.0,Kansas City
2015 ,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",82.0,Kansas City
2015 ,Own a cat or dog,51.0,Kansas City
2015 ,Weekly use of the city's curbside recycling services,78.0,Kansas City
2015 ,"Do you think you will be living in Kansas City, Missouri, five years from now?",86.0,Kansas City
2015 ,Own your current residence,81.0,Kansas City
2015 ,"Median number of years living in Kansas City, MO",29.0,Kansas City
2015 ,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,0.0,Kansas City
2015 ,Have you used the KCATA bus system in the last year?,0.0,Kansas City
2015 ,Have you used the Kansas City Streetcar in the last year?,0.0,Kansas City
2016,"How would you rate Kansas City, Missouri, as a place to live (Good/Excellent)",79.0,Kansas City
2016,"How would you rate Kansas City, Missouri, as a place to raise children (Good/Excellent)",60.0,Kansas City
2016,"How would you rate Kansas City, Missouri, as a place to work (Good/Excellent)",71.0,Kansas City
2016,"Overall quality of services provided by the City of Kansas City, Missouri",60.0,Kansas City
2016,Overall value that you receive for your city tax dollars and fees,41.0,Kansas City
2016,Overall image of the city,67.0,Kansas City
2016,Overall quality of life in the city,67.0,Kansas City
2016,Overall feeling of safety in the city,42.0,Kansas City
2016,How safe you feel in your neighborhood,61.0,Kansas City
2016,Overall quality of education system within the City,22.0,Kansas City
2016,Physical Appearance of Your Neighborhood,56.0,Kansas City
2016,Overall quality of police services,67.0,Kansas City
2016,Overall quality of fire and ambulance services,79.0,Kansas City
2016,"Overall maintenance of city streets, sidewalks, and infrastructure",26.0,Kansas City
2016,Overall quality of solid waste services (e.g. residential trash and recycling collection),67.0,Kansas City
2016,Overall quality of city water utilities,59.0,Kansas City
2016,"Overall quality of neighborhood services (e.g. code enforcement, property preservation, animal control)",45.0,Kansas City
2016,Overall quality of city parks and recreation programs and facilities,64.0,Kansas City
2016,Overall quality of Health Department services,54.0,Kansas City
2016,Overall quality of airport facilities,69.0,Kansas City
2016,Overall quality of the city's 311 service,61.0,Kansas City
2016,The city's municipal court,42.0,Kansas City
2016,Overall quality of customer service you receive from city employees,47.0,Kansas City
2016,Overall effectiveness of city communication with the public,45.0,Kansas City
2016,Overall quality of the city's stormwater runoff/stormwater management system,39.0,Kansas City
2016,Overall quality of public transportation,39.0,Kansas City
2016,Effectiveness of local police protection,63.0,Kansas City
2016,The visibility of police in neighborhoods,48.0,Kansas City
2016,The city's overall efforts to prevent crime,45.0,Kansas City
2016,Enforcement of local traffic laws,52.0,Kansas City
2016,Parking enforcement services,47.0,Kansas City
2016,How quickly police respond to emergencies,52.0,Kansas City
2016,Overall quality of local fire protection and rescue services,83.0,Kansas City
2016,How quickly fire and rescue personnel respond to emergencies,80.0,Kansas City
2016,Quality of local emergency medical service,76.0,Kansas City
2016,How quickly emergency medical personnel respond to emergencies,76.0,Kansas City
2016,Maintenance of city streets,25.0,Kansas City
2016,Maintenance of streets in your neighborhood,38.0,Kansas City
2016,Condition of sidewalks in the city,24.0,Kansas City
2016,Condition of sidewalks in your neighborhood,33.0,Kansas City
2016,Maintenance of street signs and traffic signals,60.0,Kansas City
2016,Snow removal on major city streets during the past 12 months,60.0,Kansas City
2016,Snow removal on residential streets during the past 12 months,41.0,Kansas City
2016,Adequacy of city street lighting,59.0,Kansas City
2016,"Accessibility of city streets, sidewalks, buildings for people with disabilities",43.0,Kansas City
2016,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),28.0,Kansas City
2016,Enforcing the clean up of litter and debris on private property,29.0,Kansas City
2016,Enforcing the mowing and cutting of weeds on private property,27.0,Kansas City
2016,Enforcing the exterior maintenance of residential property,27.0,Kansas City
2016,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",40.0,Kansas City
2016,Boarding of Vacant Structures,24.0,Kansas City
2016,Demolition of Vacant Structures,18.0,Kansas City
2016,Enforcing the removal of signs in the right of way,0.0,Kansas City
2016,Timeliness of the removal of abandoned cars from public property,0.0,Kansas City
2016,Enforcing the property maintenance of vacant structures,0.0,Kansas City
2016,Quality of animal control,0.0,Kansas City
2016,Enforcement of Animal Code,39.0,Kansas City
2016,Customer Service Provided by Animal Control Officer,39.0,Kansas City
2016,Animal Shelter Operations,51.0,Kansas City
2016,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",56.0,Kansas City
2016,Guarding against food poisoning through restaurant inspections,55.0,Kansas City
2016,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",49.0,Kansas City
2016,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",0.0,Kansas City
2016,Encouraging access to healthy fruits and vegetables and safe places to exercise,43.0,Kansas City
2016,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",57.0,Kansas City
2016,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",0.0,Kansas City
2016,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",52.0,Kansas City
2016,Ease of utilizing 311 services via phone,68.0,Kansas City
2016,Ease of utilizing 311 services via web,56.0,Kansas City
2016,Courtesy and professionalism of 311 calltakers,68.0,Kansas City
2016,How well your question or issue was resolved via 311,60.0,Kansas City
2016,The availability of information about city programs and services,47.0,Kansas City
2016,Overall usefulness of the city's website,47.0,Kansas City
2016,The level of public involvement in local decision making,0.0,Kansas City
2016,Opportunity to Engage/Provide input into Decisions Made by The City,30.0,Kansas City
2016,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",0.0,Kansas City
2016,The quality of city video programming including city television channel (Channel 2) and web streaming,42.0,Kansas City
2016,The content in the City's magazine KCMore,42.0,Kansas City
2016,The City's Use of Social Media,46.0,Kansas City
2016,Watched Channel 2 in the last year,33.0,Kansas City
2016,Maintenance of city parks,71.0,Kansas City
2016,Quality of facilities such as picnic shelters and playgrounds in city parks,64.0,Kansas City
2016,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",63.0,Kansas City
2016,Maintenance of boulevards and parkways,62.0,Kansas City
2016,Walking and biking trails in the city,51.0,Kansas City
2016,City swimming pools and programs,41.0,Kansas City
2016,The city's youth programs and actvities,40.0,Kansas City
2016,"Maintenance of Kansas City, Missouri, community centers",52.0,Kansas City
2016,"Programs and activities at Kansas City, Missouri, community centers",46.0,Kansas City
2016,Ease of registering for [Parks and Recreation] programs,0.0,Kansas City
2016,The reasonableness of fees charged for recreation programs,0.0,Kansas City
2016,Tree trimming and other tree case along city streets and other public areas,42.0,Kansas City
2016,Quality of communication from Parks and Rec,41.0,Kansas City
2016,Quality of customer service from Parks employees,44.0,Kansas City
2016,Overall quality of trash collection services,80.0,Kansas City
2016,Overall quality of recycling collection services,77.0,Kansas City
2016,Overall Quality of Recycling Drop Off Centers,60.0,Kansas City
2016,Overall quality of bulky item pick-up services,53.0,Kansas City
2016,Overal quality of leaf and brush pick-up services,52.0,Kansas City
2016,Overall Quality of Leaf and Brush Pick-up Services,55.0,Kansas City
2016,Overall cleanliness of city streets and other public areas,43.0,Kansas City
2016,City efforts to clean up illegal dumping sites,28.0,Kansas City
2016,Ease of moving through airport security,73.0,Kansas City
2016,Availability of parking [at airport],68.0,Kansas City
2016,Price of parking [at airport],0.0,Kansas City
2016,Helpfulness of signs and other directions,0.0,Kansas City
2016,"Food, beverage, and other concessions",45.0,Kansas City
2016,Cleanliness of facilities,70.0,Kansas City
2016,Condition of catch basins (storm drains) in your neighborhood,48.0,Kansas City
2016,Timeliness of water/sewer line break repairs,40.0,Kansas City
2016,Quality of Water Services customer service,52.0,Kansas City
2016,Overall quality of leadership provided by the city's elected officials,56.0,Kansas City
2016,Overall effectiveness of the city manager and appointed staff,52.0,Kansas City
2016,How ethically the city conducts business,47.0,Kansas City
2016,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",14.0,Kansas City
2016,Have You had Contact with a KCPD Police Officer,42.0,Kansas City
2016,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",12.0,Kansas City
2016,Have you or anyone in your household contacted 311 in the last year?,53.0,Kansas City
2016,Have you visited the city's website in the last year?,55.0,Kansas City
2016,Have you used the bulky item pick-up service in the last year?,39.0,Kansas City
2016,"Have you visited a Kansas City, Missouri, community center in the last year?",26.0,Kansas City
2016,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",78.0,Kansas City
2016,Have you used public transportation in the last year?,25.0,Kansas City
2016,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",0.0,Kansas City
2016,Do you have regular access to the internet at home or work?,0.0,Kansas City
2016,Do You Have Internet Access at Home,83.0,Kansas City
2016,Have you been to municipal court in the last year?,20.0,Kansas City
2016,Have you visited the Kansas City International Airport in the last year?,72.0,Kansas City
2016,Have you contacted Water Services regarding your account in the last year?,37.0,Kansas City
2016,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",0.0,Kansas City
2016,Own a cat or dog,48.0,Kansas City
2016,Weekly use of the city's curbside recycling services,76.0,Kansas City
2016,"Do you think you will be living in Kansas City, Missouri, five years from now?",84.0,Kansas City
2016,Own your current residence,82.0,Kansas City
2016,"Median number of years living in Kansas City, MO",29.0,Kansas City
2016,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,48.0,Kansas City
2016,Have you used the KCATA bus system in the last year?,0.0,Kansas City
2016,Have you used the Kansas City Streetcar in the last year?,0.0,Kansas City
2017,"How would you rate Kansas City, Missouri, as a place to live (Good/Excellent)",79.0,Kansas City
2017,"How would you rate Kansas City, Missouri, as a place to raise children (Good/Excellent)",60.0,Kansas City
2017,"How would you rate Kansas City, Missouri, as a place to work (Good/Excellent)",72.0,Kansas City
2017,"Overall quality of services provided by the City of Kansas City, Missouri",58.0,Kansas City
2017,Overall value that you receive for your city tax dollars and fees,41.0,Kansas City
2017,Overall image of the city,66.0,Kansas City
2017,Overall quality of life in the city,67.0,Kansas City
2017,Overall feeling of safety in the city,41.0,Kansas City
2017,How safe you feel in your neighborhood,61.0,Kansas City
2017,Overall quality of education system within the City,24.0,Kansas City
2017,Physical Appearance of Your Neighborhood,56.0,Kansas City
2017,Overall quality of police services,65.0,Kansas City
2017,Overall quality of fire and ambulance services,77.0,Kansas City
2017,"Overall maintenance of city streets, sidewalks, and infrastructure",24.0,Kansas City
2017,Overall quality of solid waste services (e.g. residential trash and recycling collection),61.0,Kansas City
2017,Overall quality of city water utilities,55.0,Kansas City
2017,"Overall quality of neighborhood services (e.g. code enforcement, property preservation, animal control)",45.0,Kansas City
2017,Overall quality of city parks and recreation programs and facilities,65.0,Kansas City
2017,Overall quality of Health Department services,54.0,Kansas City
2017,Overall quality of airport facilities,67.0,Kansas City
2017,Overall quality of the city's 311 service,58.0,Kansas City
2017,The city's municipal court,41.0,Kansas City
2017,Overall quality of customer service you receive from city employees,48.0,Kansas City
2017,Overall effectiveness of city communication with the public,44.0,Kansas City
2017,Overall quality of the city's stormwater runoff/stormwater management system,38.0,Kansas City
2017,Overall quality of public transportation,44.0,Kansas City
2017,Effectiveness of local police protection,60.0,Kansas City
2017,The visibility of police in neighborhoods,43.0,Kansas City
2017,The city's overall efforts to prevent crime,39.0,Kansas City
2017,Enforcement of local traffic laws,51.0,Kansas City
2017,Parking enforcement services,46.0,Kansas City
2017,How quickly police respond to emergencies,48.0,Kansas City
2017,Overall quality of local fire protection and rescue services,82.0,Kansas City
2017,How quickly fire and rescue personnel respond to emergencies,80.0,Kansas City
2017,Quality of local emergency medical service,76.0,Kansas City
2017,How quickly emergency medical personnel respond to emergencies,75.0,Kansas City
2017,Maintenance of city streets,24.0,Kansas City
2017,Maintenance of streets in your neighborhood,37.0,Kansas City
2017,Condition of sidewalks in the city,23.0,Kansas City
2017,Condition of sidewalks in your neighborhood,33.0,Kansas City
2017,Maintenance of street signs and traffic signals,59.0,Kansas City
2017,Snow removal on major city streets during the past 12 months,57.0,Kansas City
2017,Snow removal on residential streets during the past 12 months,38.0,Kansas City
2017,Adequacy of city street lighting,57.0,Kansas City
2017,"Accessibility of city streets, sidewalks, buildings for people with disabilities",40.0,Kansas City
2017,How would you rate On-street bicycle infrastructure (bike lanes/signs/sharrows),28.0,Kansas City
2017,Enforcing the clean up of litter and debris on private property,30.0,Kansas City
2017,Enforcing the mowing and cutting of weeds on private property,28.0,Kansas City
2017,Enforcing the exterior maintenance of residential property,28.0,Kansas City
2017,"Enforcing the clean-up of litter, mowing of weeds and exterior maintenance of residential property in YOUR neighborhood",40.0,Kansas City
2017,Boarding of Vacant Structures,26.0,Kansas City
2017,Demolition of Vacant Structures,20.0,Kansas City
2017,Enforcing the removal of signs in the right of way,0.0,Kansas City
2017,Timeliness of the removal of abandoned cars from public property,0.0,Kansas City
2017,Enforcing the property maintenance of vacant structures,0.0,Kansas City
2017,Quality of animal control,0.0,Kansas City
2017,Enforcement of Animal Code,41.0,Kansas City
2017,Customer Service Provided by Animal Control Officer,40.0,Kansas City
2017,Animal Shelter Operations,53.0,Kansas City
2017,"Protecting the public from new or unusual health threats such as anthrax, the H1N1 influenza (“flu”) virus, and any new outbreak.",56.0,Kansas City
2017,Guarding against food poisoning through restaurant inspections,58.0,Kansas City
2017,"Protecting the public from exposure to environmental risks such as air pollution, lead poisoning, and swimming pool contamination.",50.0,Kansas City
2017,"Encouraging access to healthy fruits and vegetables, safe places to exercise, and non-smoking environments",0.0,Kansas City
2017,Encouraging access to healthy fruits and vegetables and safe places to exercise,47.0,Kansas City
2017,"Communicating information regarding public health concerns such as excessive heat, second hand smoke, violence prevention, and maternal and child health",59.0,Kansas City
2017,"Preventing the spread of infectious diseases through childhood vaccination programs, STD/HIV treatment and prevention services, and tuberculosis (TB) and hepatitis control.",0.0,Kansas City
2017,"Providing Services for Families and Children such as Childhood Vaccinations, Lead Screening, and Healthy Home Inspections",53.0,Kansas City
2017,Ease of utilizing 311 services via phone,67.0,Kansas City
2017,Ease of utilizing 311 services via web,56.0,Kansas City
2017,Courtesy and professionalism of 311 calltakers,66.0,Kansas City
2017,How well your question or issue was resolved via 311,59.0,Kansas City
2017,The availability of information about city programs and services,48.0,Kansas City
2017,Overall usefulness of the city's website,48.0,Kansas City
2017,The level of public involvement in local decision making,0.0,Kansas City
2017,Opportunity to Engage/Provide input into Decisions Made by The City,30.0,Kansas City
2017,"The quality of Kansas City, Missouri's government cable television channel (Channel 2)",0.0,Kansas City
2017,The quality of city video programming including city television channel (Channel 2) and web streaming,40.0,Kansas City
2017,The content in the City's magazine KCMore,44.0,Kansas City
2017,The City's Use of Social Media,45.0,Kansas City
2017,Watched Channel 2 in the last year,29.0,Kansas City
2017,Maintenance of city parks,68.0,Kansas City
2017,Quality of facilities such as picnic shelters and playgrounds in city parks,61.0,Kansas City
2017,"Quality of outdoor athletic fields (i.e. baseball, soccer, and football)",60.0,Kansas City
2017,Maintenance of boulevards and parkways,61.0,Kansas City
2017,Walking and biking trails in the city,50.0,Kansas City
2017,City swimming pools and programs,37.0,Kansas City
2017,The city's youth programs and actvities,35.0,Kansas City
2017,"Maintenance of Kansas City, Missouri, community centers",50.0,Kansas City
2017,"Programs and activities at Kansas City, Missouri, community centers",43.0,Kansas City
2017,Ease of registering for [Parks and Recreation] programs,0.0,Kansas City
2017,The reasonableness of fees charged for recreation programs,0.0,Kansas City
2017,Tree trimming and other tree case along city streets and other public areas,42.0,Kansas City
2017,Quality of communication from Parks and Rec,39.0,Kansas City
2017,Quality of customer service from Parks employees,44.0,Kansas City
2017,Overall quality of trash collection services,69.0,Kansas City
2017,Overall quality of recycling collection services,68.0,Kansas City
2017,Overall Quality of Recycling Drop Off Centers,55.0,Kansas City
2017,Overall quality of bulky item pick-up services,50.0,Kansas City
2017,Overal quality of leaf and brush pick-up services,47.0,Kansas City
2017,Overall Quality of Leaf and Brush Pick-up Services,51.0,Kansas City
2017,Overall cleanliness of city streets and other public areas,37.0,Kansas City
2017,City efforts to clean up illegal dumping sites,23.0,Kansas City
2017,Ease of moving through airport security,72.0,Kansas City
2017,Availability of parking [at airport],68.0,Kansas City
2017,Price of parking [at airport],0.0,Kansas City
2017,Helpfulness of signs and other directions,0.0,Kansas City
2017,"Food, beverage, and other concessions",40.0,Kansas City
2017,Cleanliness of facilities,70.0,Kansas City
2017,Condition of catch basins (storm drains) in your neighborhood,45.0,Kansas City
2017,Timeliness of water/sewer line break repairs,39.0,Kansas City
2017,Quality of Water Services customer service,46.0,Kansas City
2017,Overall quality of leadership provided by the city's elected officials,51.0,Kansas City
2017,Overall effectiveness of the city manager and appointed staff,48.0,Kansas City
2017,How ethically the city conducts business,43.0,Kansas City
2017,"Were you or anyone in your household the victim of any crime in Kansas City, Missouri, during the last year?",15.0,Kansas City
2017,Have You had Contact with a KCPD Police Officer,46.0,Kansas City
2017,"Have any members of your household used the Kansas City, Missouri, ambulance service in the last year?",12.0,Kansas City
2017,Have you or anyone in your household contacted 311 in the last year?,52.0,Kansas City
2017,Have you visited the city's website in the last year?,63.0,Kansas City
2017,Have you used the bulky item pick-up service in the last year?,40.0,Kansas City
2017,"Have you visited a Kansas City, Missouri, community center in the last year?",28.0,Kansas City
2017,"Have any members of your household visited any parks in Kansas City, Missouri, in the last year?",80.0,Kansas City
2017,Have you used public transportation in the last year?,0.0,Kansas City
2017,"Have any members of your household attended or watched any Kansas City, Missouri, public meeting in the last year?",0.0,Kansas City
2017,Do you have regular access to the internet at home or work?,0.0,Kansas City
2017,Do You Have Internet Access at Home,86.0,Kansas City
2017,Have you been to municipal court in the last year?,21.0,Kansas City
2017,Have you visited the Kansas City International Airport in the last year?,74.0,Kansas City
2017,Have you contacted Water Services regarding your account in the last year?,39.0,Kansas City
2017,"Did you vote in any Kansas City, Missouri, municipal election during the last two years?",0.0,Kansas City
2017,Own a cat or dog,52.0,Kansas City
2017,Weekly use of the city's curbside recycling services,0.0,Kansas City
2017,"Do you think you will be living in Kansas City, Missouri, five years from now?",83.0,Kansas City
2017,Own your current residence,80.0,Kansas City
2017,"Median number of years living in Kansas City, MO",0.0,Kansas City
2017,Preventing the spread of infectious diseases through STD/HIV treatment and prevention services and TB and hepatitis control,50.0,Kansas City
2017,Have you used the KCATA bus system in the last year?,22.0,Kansas City
2017,Have you used the Kansas City Streetcar in the last year?,34.0,Kansas City
